source,source_id,title,description,annex_domain,actor_role,system_pattern,rights,harms,notes,llm_v2_annex_domain,llm_v2_system_pattern,llm_v2_rights,llm_v2_harms,llm_v2_confidence,llm_v2_rationale,hybrid_v2_annex_domain,hybrid_v2_system_pattern,scenario_id,scenario_name
AIAAIC,AIAAIC1855,Taiwanese AI repeats Chinese government line,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/taiwanese-ai-repeats-chinese-government-line Accuracy/reliability  Taiwanese AI repeats Chinese government line,unknown,deployer,unknown,other,other,Auto annotation v0.4 rule-based,unknown,misinformation_error,other,misinformation_error,0.7,"The incident involves an AI system repeating potentially biased information, but lacks specific context to classify under Annex III domains. The system's error in repeating misinformation is the primary concern.",unknown,misinformation_error,D,LLM Decision-Support for Case Workers
AIAAIC,AIAAIC1270,Singapore PM Lee Hsien Loong crypto promotion deepfake,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/singapore-pm-lee-hsien-loong-crypto-promotion-deepfake | Singapore PM Lee Hsien Loong crypto promotion deepfake Banking/financial services; Politics Defraud Authenticity/integrity; Mis/disinformation; Security Deepfake,essential_services,deployer,unknown,other,other,Auto annotation v0.5 expansion,unknown,misinformation_error,other,misinformation_error,0.85,"The incident involves a deepfake video falsely promoting cryptocurrency, which does not fit neatly into Annex III domains. The primary concern is the misinformation error caused by the deepfake technology.",essential_services,misinformation_error,D,LLM Decision-Support for Case Workers
AIAAIC,AIAAIC0579,HireVue recruitment facial analysis screening,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/hirevue-recruitment-facial-analysis-screening | HireVue recruitment facial analysis screening Business/professional services Improve recruitment efficiency & effectiveness Accuracy/reliability; Bias/discrimination - gender, disability; Privacy Facial analysis; Facial recognition; Behavioural analysis; NLP/text analysis",essential_services,deployer,surveillance_monitor,non_discrimination;privacy_data_protection,other,Auto annotation v0.5 expansion,employment,llm_assisted_screening,non_discrimination;privacy_data_protection,unfair_exclusion;procedural_unfairness,0.9,"HireVue uses AI, including facial and behavioural analysis, to screen candidates, impacting recruitment decisions. The system raises concerns about bias and privacy, fitting the LLM-assisted screening pattern due to its use of advanced AI techniques.",employment,llm_assisted_screening,D,LLM Decision-Support for Case Workers
AIAAIC,AIAAIC1265,Asylum claim rejected by French authorities using Google Bard,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/asylum-claim-rejected-by-french-authorities-using-google-bard | Asylum claim rejected by French authorities using Google Bard Govt - immigration Process asylum claims Accuracy/reliability Generative AI,essential_services,deployer,llm_decision_support,other,unfair_exclusion,Auto annotation v0.5 expansion,essential_services,llm_decision_support,good_administration;access_social_protection,unfair_exclusion;misinformation_error,0.9,"The use of Google Bard, a generative AI, in asylum claim decisions impacts access to essential services like immigration. The system's reliance on generative AI for decision support raises concerns about accuracy and procedural fairness.",essential_services,llm_decision_support,D,LLM Decision-Support for Case Workers
AIAAIC,AIAAIC0410,Netherlands SyRI welfare fraud detection automation,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/syri-welfare-fraud-detection-automation Bias/discrimination - race, ethnicity, economic; Privacy; Scope creep/normalisation  Netherlands SyRI welfare fraud detection automation",essential_services,deployer,unknown,access_social_protection;privacy_data_protection;non_discrimination,unfair_exclusion;privacy_breach,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,privacy_data_protection;non_discrimination;access_social_protection,unfair_exclusion;privacy_breach,0.95,"SyRI used profiling to detect welfare fraud, impacting access to social protection and raising privacy concerns due to extensive data use. Bias in the system led to discrimination based on race and ethnicity.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC2020,DOGE uses faulty AI to cut Veterans Affairs contracts,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/doge-uses-faulty-ai-to-cut-veterans-affairs-contracts Accountability; Accuracy/reliability; Transparency  DOGE uses faulty AI to cut Veterans Affairs contracts,essential_services,deployer,unknown,access_social_protection;privacy_data_protection;good_administration,misinformation_error;procedural_unfairness,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,good_administration,unfair_exclusion;misinformation_error,0.85,"The AI system was used to evaluate and potentially terminate contracts related to Veterans Affairs, impacting essential services. The incident highlights issues with accuracy and transparency, indicating profiling/scoring errors leading to unfair exclusion.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC0826,UK DWP sued for 'unfair' disability benefits fraud detection algorithm,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/dwp-disability-benefits-fraud-algorithm Accountability;  Bias/discrimination; Transparency  UK DWP sued for 'unfair' disability benefits fraud detection algorithm,essential_services,deployer,unknown,access_social_protection;privacy_data_protection;good_administration;non_discrimination,unfair_exclusion;procedural_unfairness,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,non_discrimination;good_administration;access_social_protection,unfair_exclusion;procedural_unfairness,0.9,"The DWP's algorithm assessed disability benefits fraud risk, impacting eligibility for essential services. The lawsuit indicates issues with bias, transparency, and fairness in the profiling/scoring process.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC0412,Unemployment risk assessment,Unemployment risk assessment,essential_services,deployer,unknown,access_social_protection;privacy_data_protection,other,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.85,"The system likely assesses individuals' risk of unemployment, impacting eligibility for benefits or assistance. Profiling/scoring is the most fitting pattern as it involves risk assessment of individuals.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC0554,Netherlands childcare benefits fraud assessments automation,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/netherlands-childcare-benefits-fraud-automation Accuracy/reliability; Bias/discrimination - race, nationality; Privacy Anxiety/distress; Financial loss Netherlands childcare benefits fraud assessments automation",essential_services,deployer,unknown,access_social_protection;privacy_data_protection;non_discrimination,unfair_exclusion;privacy_breach,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,non_discrimination;privacy_data_protection;access_social_protection;good_administration,unfair_exclusion;procedural_unfairness,0.95,"The system automated fraud assessments for childcare benefits, affecting eligibility and access to social protection. It involved profiling/scoring that led to biased outcomes and privacy concerns, impacting individuals based on race and nationality.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC0990,Rotterdam welfare fraud risk algorithm ,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/rotterdam-welfare-fraud-risk-algorithm Accuracy/reliability; Bias/discrimination - race, ethnicity, gender; Ethics/values; Oversight/review; Proportionality Reputational damage; Financial loss Rotterdam welfare fraud risk algorithm",essential_services,deployer,unknown,access_social_protection;privacy_data_protection;good_administration;non_discrimination,unfair_exclusion,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,non_discrimination;privacy_data_protection;good_administration,unfair_exclusion;procedural_unfairness,0.95,"The Rotterdam welfare fraud risk algorithm used profiling to assess fraud risk, impacting eligibility for social benefits. Issues of bias and lack of oversight indicate discrimination and procedural unfairness.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC015,Michigan MiDAS unemployment insurance fraud detection,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/michigan-midas-unemployment-insurance-fraud-detection Accuracy/reliability; Bias/discrimination - economic; Effectiveness/value; Fairness; Oversight/review; Ownership/accountability; Risk management Financial loss; Bankruptcy; House foreclosure; Anxiety/distress; Stereotyping; Financial loss; Reputational damage Michigan MiDAS unemployment insurance fraud detection,essential_services,deployer,unknown,access_social_protection;privacy_data_protection;good_administration;non_discrimination,unfair_exclusion,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,access_social_protection;non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.95,"MiDAS system was used to detect unemployment insurance fraud, impacting eligibility for essential services. It involved profiling/scoring that led to wrongful accusations, highlighting issues of fairness and lack of oversight.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC1840,UK welfare fraud AI system criticised as biased and opaque,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/uk-welfare-fraud-ai-system-criticised-as-biased-and-opaque Bias/discrimination; Transparency Discrimination UK welfare fraud AI system criticised as biased and opaque,essential_services,deployer,unknown,access_social_protection;privacy_data_protection;good_administration;non_discrimination,unfair_exclusion;procedural_unfairness,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,non_discrimination;good_administration;access_social_protection,unfair_exclusion;procedural_unfairness,0.9,"The AI system was used to detect welfare fraud, affecting eligibility for public assistance, thus fitting the essential services domain. It involved profiling/scoring, with criticisms of bias and lack of transparency indicating discrimination and procedural unfairness.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC1509,US Veterans Affairs suicide prevention algorithm favours white men,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/virginia-suicide-prevention-algorithm-favours-white-men Accuracy/reliability; Bias/discrimination  US Veterans Affairs suicide prevention algorithm favours white men,essential_services,deployer,unknown,access_social_protection;privacy_data_protection;non_discrimination,unfair_exclusion,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The algorithm was used to assess suicide risk among veterans, impacting access to mental health services. It exhibited bias by favouring white men, leading to unfair exclusion of other groups from necessary interventions.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC1388,"UK robo review 'unfairly' targets Bulgarians, Poles for benefit fraud investigation","https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/robo-review-unfairly-targets-bulgarians-for-benefit-fraud-investigation Bias/discrimination; Fairness; Transparency  UK robo review 'unfairly' targets Bulgarians, Poles for benefit fraud investigation",essential_services,deployer,unknown,access_social_protection;privacy_data_protection;good_administration;non_discrimination,unfair_exclusion;procedural_unfairness,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,non_discrimination;good_administration;access_social_protection,unfair_exclusion;procedural_unfairness,0.9,"The system targeted specific nationalities for benefit fraud investigation, affecting their access to social protection and demonstrating bias. It used profiling to assess fraud risk, lacking transparency and fairness.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC0605,NDIS independent assessments ditched by Australian government,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/ndis-independent-assessments-robo-planning Bias/discrimination; Dual use  NDIS independent assessments ditched by Australian government,unknown,deployer,unknown,non_discrimination,unfair_exclusion,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,non_discrimination;access_social_protection;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The NDIS independent assessments were used to evaluate eligibility for disability support, impacting access to essential services. The system was criticized for bias and lack of transparency, indicating profiling/scoring issues.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC1648,"DWP Kickstart ""gateway"" firms with no trading history approved by algorithm","https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/dwp-kickstart-gateway-firms-with-no-trading-history-approved-by-algorithm Accuracy/reliability; Bias/discrimination  DWP Kickstart ""gateway"" firms with no trading history approved by algorithm",unknown,deployer,unknown,non_discrimination,unfair_exclusion,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,good_administration;non_discrimination,procedural_unfairness;misinformation_error,0.85,"The system used profiling/scoring to approve firms for the Kickstart scheme, impacting public assistance distribution. Issues with accuracy and bias suggest procedural unfairness and misinformation errors in decision-making.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC1576,"DWP algorithm wrongly flags 200,000 people for possible fraud and error","https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/dwp-algorithm-wrongly-flags-200000-people-for-possible-fraud Accuracy/reliability  DWP algorithm wrongly flags 200,000 people for possible fraud and error",essential_services,deployer,unknown,access_social_protection;privacy_data_protection,misinformation_error,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,access_social_protection;good_administration;non_discrimination,unfair_exclusion;procedural_unfairness,0.95,"The DWP algorithm assessed individuals for fraud, impacting their access to social benefits, fitting the essential services domain. It used profiling/scoring to flag potential fraud, leading to unfair exclusion and lack of due process.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC0411,Flawed' UK welfare algorithm 'pushes people into poverty',https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/flawed-uk-welfare-algorithm-pushes-people-into-poverty Fairness; Accuracy/reliability Loss of livelihood  Flawed' UK welfare algorithm 'pushes people into poverty',essential_services,deployer,unknown,access_social_protection;privacy_data_protection,misinformation_error,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,access_social_protection;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The algorithm affected eligibility for welfare benefits, impacting access to essential services. It likely used profiling to assess claims, leading to unfair exclusions and procedural issues due to lack of transparency and reliability.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC1288,Thomson Reuters Fraud Detect 'incorrectly' identifies fraud,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/thomson-reuters-fraud-detect-incorrectly-identifies-fraud Accountability; Accuracy/reliability; Human/civil rights Financial loss; Privacy loss Thomson Reuters Fraud Detect 'incorrectly' identifies fraud,essential_services,deployer,unknown,access_social_protection;privacy_data_protection;good_administration,privacy_breach;misinformation_error,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,good_administration;privacy_data_protection,unfair_exclusion;misinformation_error,0.9,"The system is used for fraud detection, impacting financial services and potentially affecting eligibility for benefits or services. It involves profiling/scoring, and the incorrect identification of fraud suggests issues with accuracy and reliability.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC0268,PSZ Syriusz unemployment worker profiling,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/poland-psz-unemployment-scoring-algorithm Appropriateness/need; Bias/discrimination - age, gender, disability; Effectiveness/value; Fairness; Privacy/surveillance Discrimination; Privacy loss PSZ Syriusz unemployment worker profiling",essential_services,deployer,llm_assisted_screening,access_social_protection;privacy_data_protection;non_discrimination,unfair_exclusion;privacy_breach,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,non_discrimination;privacy_data_protection;good_administration,unfair_exclusion;privacy_breach;procedural_unfairness,0.9,"The PSZ Syriusz system profiled unemployed workers, affecting their access to services and potentially leading to discrimination based on age, gender, and disability. It involved privacy concerns and lacked transparency, impacting fair administration.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC0171,New Orleans predictive policing,Privacy/surveillance  New Orleans predictive policing,essential_services,deployer,unknown,access_social_protection;privacy_data_protection,privacy_breach,Auto annotation v0.4 rule-based,unknown,profiling_scoring,privacy_data_protection,privacy_breach,0.85,"The system used predictive analytics to profile individuals for policing purposes, indicating a profiling_scoring pattern. Privacy concerns are evident due to surveillance implications, but the annex domain is unclear without more context on the specific use case.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC1352,lllinois ends 'unreliable' child abuse predictive system,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/lllinois-ends-unreliable-child-abuse-predictive-system Accuracy/reliability; Transparency Physical harm lllinois ends 'unreliable' child abuse predictive system,essential_services,deployer,unknown,access_social_protection;privacy_data_protection;good_administration,misinformation_error;procedural_unfairness,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,good_administration,misinformation_error;procedural_unfairness,0.9,"The system was used to predict child abuse risk, impacting child protection decisions under Annex III(5a). It involved profiling/scoring, and issues with accuracy and transparency led to procedural unfairness and misinformation errors.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC0350,"Australia scraps ""robodebt"" welfare debt recovery scheme","https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/australia-scraps-robodebt-welfare-debt-recovery-scheme Accuracy/reliability; Fairness; Privacy/surveillance Financial loss; Bankruptcy; House foreclosure; Anxiety/distress; Loss of life; Reputational damage Australia scraps ""robodebt"" welfare debt recovery scheme",essential_services,deployer,unknown,access_social_protection;privacy_data_protection,privacy_breach,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,access_social_protection;non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.95,"The 'robodebt' scheme used automated profiling to assess and recover welfare debts, impacting individuals' access to social protection. It led to unfair exclusions and procedural unfairness due to inaccurate debt calculations and lack of proper oversight.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC0107,Australia Robodebt welfare debt recovery,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/robodebt-welfare-debt-recovery Accuracy/reliability; Fairness; Privacy Financial loss; Bankruptcy; House foreclosure; Anxiety/distress; Loss of life; Reputational damage Australia Robodebt welfare debt recovery,essential_services,deployer,unknown,access_social_protection;privacy_data_protection,privacy_breach,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,access_social_protection;good_administration;non_discrimination,unfair_exclusion;procedural_unfairness,0.95,"Robodebt used automated profiling to assess and recover alleged welfare overpayments, impacting access to social protection. The system's lack of accuracy and fairness led to procedural unfairness and financial harm to individuals.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC1970,"Sweden fraud prediction algorithm found to discriminate against women, migrants","https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/sweden-fraud-prediction-algorithm-found-to-discriminate-against-women Accountability; Bias/discrimination; Privacy/surveillance; Transparency  Sweden fraud prediction algorithm found to discriminate against women, migrants",essential_services,deployer,unknown,access_social_protection;privacy_data_protection;good_administration;non_discrimination,unfair_exclusion;privacy_breach;procedural_unfairness,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,non_discrimination;privacy_data_protection;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The fraud prediction algorithm was used to assess eligibility for benefits, impacting essential services. It discriminated against women and migrants, indicating issues with profiling/scoring and non-discrimination rights.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC1986,North Korea uses AI to covertly place IT workers in western tech companies,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/north-korea-uses-ai-to-place-it-workers-in-western-tech-companies Confidentiality; Authenticity/integrity; Employment; Security; Transparency  North Korea uses AI to covertly place IT workers in western tech companies,employment,deployer,unknown,non_discrimination;privacy_data_protection;good_administration,procedural_unfairness,Auto annotation v0.4 rule-based,employment,profiling_scoring,good_administration;privacy_data_protection,procedural_unfairness;privacy_breach,0.85,"The AI system is used to evaluate and place workers in employment positions, fitting the employment domain. Profiling/scoring is used to match candidates to roles, potentially compromising transparency and data privacy.",employment,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC0441,Suzhou algorithmic social 'civility score' withdrawn after backlash,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/suzhou-social-civility-score-trial Fairness; Privacy/surveillance  Suzhou algorithmic social 'civility score' withdrawn after backlash,unknown,deployer,unknown,other,privacy_breach,Auto annotation v0.4 rule-based,unknown,profiling_scoring,privacy_data_protection;non_discrimination,unfair_exclusion;privacy_breach,0.85,"The system used algorithmic profiling to assign 'civility scores' to individuals, raising concerns about privacy and fairness. However, the specific domain of application (e.g., employment, essential services) is not clear from the description.",unknown,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC057,LAPD predictive policing,Accuracy/reliability; Effectiveness/value; Bias/discrimination  LAPD predictive policing,essential_services,deployer,unknown,access_social_protection;privacy_data_protection;non_discrimination,unfair_exclusion,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The LAPD's predictive policing system uses profiling to assess crime risk, impacting law enforcement resource allocation. Issues of bias and discrimination suggest non-discrimination rights concerns, while lack of transparency indicates procedural unfairness.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC056,LAPD 'hot spot' predictive policing,Accuracy/reliability; Bias/discrimination  LAPD 'hot spot' predictive policing,essential_services,deployer,unknown,access_social_protection;privacy_data_protection;non_discrimination,unfair_exclusion,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The LAPD's predictive policing system used profiling to identify crime 'hot spots,' impacting public safety services. Issues of bias and discrimination suggest profiling/scoring, with rights and harms related to fairness and transparency.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC1820,"Report: Denmark AI welfare system ""profoundly affects"" mental health","https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/report-denmark-ai-welfare-system-profoundly-affects-mental-health Accuracy/reliability; Bias/discrimination; Privacy/surveillance  Report: Denmark AI welfare system ""profoundly affects"" mental health",essential_services,deployer,unknown,access_social_protection;privacy_data_protection;non_discrimination,unfair_exclusion;privacy_breach,Auto annotation v0.4 rule-based,essential_services,profiling_scoring,non_discrimination;privacy_data_protection;access_social_protection,unfair_exclusion;privacy_breach;procedural_unfairness,0.9,"The AI system in Denmark impacts welfare decisions, affecting access to social protection and potentially discriminating against certain groups. It involves profiling/scoring individuals, raising concerns about bias, privacy, and mental health impacts.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC1809,Nevada AI student risk model prompts funding controversy,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/nevada-ai-student-risk-model-prompts-funding-controversy Fairness Anxiety/distress; Self-harm Nevada AI student risk model prompts funding controversy,essential_services,deployer,unknown,access_social_protection;privacy_data_protection,other,Auto annotation v0.4 rule-based,unknown,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.85,"The AI system used profiling to assess student risk, potentially affecting funding decisions and fairness. However, the specific domain under Annex III is unclear without more context on the system's application.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC0269,Austria AMS employment service job seeker predictions,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/austria-ams-job-seeker-algorithm | Austria AMS employment service job seeker predictions Govt - employment Assess employability Bias/discrimination - gender, disability, age, location Prediction algorithm",essential_services,deployer,profiling_scoring,non_discrimination,other,Auto annotation v0.5 expansion,employment,profiling_scoring,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The system assessed employability of job seekers, impacting employment opportunities, thus fitting Annex III(4). It used profiling to predict employability, with noted biases against protected groups.",employment,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC1055,Netherlands visa applicant over-stay risk assessments,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/netherlands-visa-applicant-over-stay-risk-assessments | Netherlands visa applicant over-stay risk assessments Govt - immigration Assess visa applicant over-stay risk Accountability; Bias/discrimination; Privacy/surveillance; Transparency Risk assessment algorithm,essential_services,deployer,profiling_scoring,non_discrimination;privacy_data_protection;good_administration,other,Auto annotation v0.5 expansion,essential_services,profiling_scoring,non_discrimination;privacy_data_protection;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The system assessed visa applicants' risk of overstaying, impacting their eligibility for entry, thus falling under essential services. It involved profiling/scoring, with concerns about bias, privacy, and transparency.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC0409,DGFiP tax fraud detection,DGFiP tax fraud detection Govt - tax Identify complex fraud Employment nan,essential_services,deployer,profiling_scoring,other,other,Auto annotation v0.5 expansion,unknown,profiling_scoring,privacy_data_protection;good_administration,procedural_unfairness,0.85,"The system is used for tax fraud detection, which involves profiling and scoring individuals for potential fraud. However, the annex domain is unclear as it does not directly relate to employment or essential services as defined in Annex III.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC2114,Facebook job ad algorithm ruled sexist by French regulator,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/facebook-job-ad-algorithm-ruled-sexist-by-french-regulator | Facebook job ad algorithm ruled sexist by French regulator Business/professional services Deliver job advertisements Accountability; Bias/discrimination; Human/civil rights; Transparency Machine learning; Prediction algorithm,employment,deployer,profiling_scoring,non_discrimination;good_administration,other,Auto annotation v0.5 expansion,employment,profiling_scoring,non_discrimination;good_administration,unfair_exclusion,0.9,"The algorithm was used to deliver job advertisements, impacting recruitment and selection processes, thus fitting under employment. It involved profiling and scoring to target ads, leading to discriminatory practices.",employment,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC024,Inaccurate test finds most English language test students 'cheated',https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/uk-visa-foreign-language-test-cheating | Inaccurate test finds most English language test students 'cheated' Govt - immigration Detect cheating Accountability; Accuracy/reliability; Transparency Voice recognition,essential_services,deployer,surveillance_monitor,good_administration,misinformation_error,Auto annotation v0.5 expansion,unknown,profiling_scoring,good_administration;non_discrimination,unfair_exclusion;misinformation_error,0.85,"The system inaccurately flagged students as cheaters, impacting their immigration status, which involves profiling/scoring. The incident highlights issues with transparency and accuracy, leading to unfair exclusion based on erroneous information.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC1720,TennCare automated system accused of illegally denying Medicaid,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/tenncare-automated-system-illegally-denies-people-medicaid | TennCare automated system accused of illegally denying Medicaid Govt - welfare Assess insurance coverage applications Accuracy/reliability; Human/civil rights; Transparency Anomaly Detection; Computer vision; Optical Character Recognition; Machine learning,essential_services,deployer,profiling_scoring,access_social_protection;good_administration,other,Auto annotation v0.5 expansion,essential_services,profiling_scoring,access_social_protection;good_administration,unfair_exclusion;procedural_unfairness,0.9,"The TennCare system evaluated Medicaid eligibility, impacting access to essential services. It used profiling/scoring to assess applications, leading to wrongful denials without transparency or proper appeal mechanisms.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
AIAAIC,AIAAIC042,Facebook illegally lets housing ads exclude ethnic minorities,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/facebook-lets-housing-ads-exclude-ethnic-minorities | Facebook illegally lets housing ads exclude ethnic minorities Govt - housing Manage advertising process Accountability; Bias/discrimination; Transparency Advertising management system,essential_services,deployer,unknown,non_discrimination;good_administration,unfair_exclusion,Auto annotation v0.5 expansion,unknown,profiling_scoring,non_discrimination;good_administration,unfair_exclusion,0.85,"The system used profiling to target housing ads, resulting in discriminatory exclusion of ethnic minorities. While the domain is unclear, the incident clearly involves bias and lack of transparency in ad targeting.",essential_services,profiling_scoring,E,Profiling & Scoring — Cross-Domain Thematic Review
