source,source_id,title,description,annex_domain,actor_role,system_pattern,rights,harms,notes,llm_v2_annex_domain,llm_v2_system_pattern,llm_v2_rights,llm_v2_harms,llm_v2_confidence,llm_v2_rationale,hybrid_v2_annex_domain,hybrid_v2_system_pattern,root_cause,mitigation_reported,source_type
AIAAIC,AIAAIC1510,Youth advocacy worker misidentified by Met Police facial recognition system,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/youth-advocacy-worker-misidentified-by-met-police-facial-recognition-system | Youth advocacy worker misidentified by Met Police facial recognition system Govt - police Identify criminal suspects Accuracy/reliability; Human/civil rights Facial recognition,employment,deployer,surveillance_monitor,other,other,rule-based annotation,unknown,surveillance_monitor,non_discrimination;privacy_data_protection,unfair_exclusion;procedural_unfairness,0.8,"Police facial recognition system misidentified an innocent person, representing surveillance technology with accuracy issues. This appears to be law enforcement rather than employment or essential services covered by Annex III.",employment,surveillance_monitor,technology_failure,none_reported,news_article
AIAAIC,AIAAIC1551,Danish child protection algorithm criticised for age discrimination,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/danish-child-protection-algorithm-criticised-for-age-discrimination | Danish child protection algorithm criticised for age discrimination Govt - welfare Assess child abuse risk Accuracy/reliability; Bias/discrimination Prediction algorithm; Machine learning,essential_services,deployer,profiling_scoring,non_discrimination;access_social_protection,other,rule-based annotation,essential_services,profiling_scoring,non_discrimination;access_social_protection,unfair_exclusion;procedural_unfairness,0.9,"System assessed child abuse risk for child protection decisions by public authorities, falling under Annex III(5a). The profiling/scoring pattern fits as it creates risk predictions about individuals using machine learning algorithms.",essential_services,profiling_scoring,technology_failure,none_reported,news_article
AIAAIC,AIAAIC1578,Allegheny child neglect screening system unfairly flags Blacks for investigation,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/allegheny-child-neglect-screening-system-unfairly-flags-blacks | Allegheny child neglect screening system unfairly flags Blacks for investigation Govt - welfare Predict child neglect/abuse Accuracy/reliability; Bias/discrimination Prediction algorithm,essential_services,deployer,profiling_scoring,non_discrimination;access_social_protection,other,rule-based annotation,essential_services,profiling_scoring,non_discrimination;access_social_protection;good_administration,unfair_exclusion;procedural_unfairness,0.95,"System predicts child neglect risk for child protection decisions by public authorities, falling under Annex III(5a). The profiling/scoring pattern fits as it creates risk assessments that disproportionately flag Black families for investigation.",essential_services,profiling_scoring,data_quality,none_reported,news_article
AIAAIC,AIAAIC1579,Allegheny child neglect screening tool may harden bias against people with disabilities,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/allegheny-child-neglect-screening-tool-may-harden-bias-against-the-disabled | Allegheny child neglect screening tool may harden bias against people with disabilities Govt - welfare Predict child neglect/abuse Accuracy/reliability; Bias/discrimination Prediction algorithm,essential_services,deployer,profiling_scoring,non_discrimination;access_social_protection,other,rule-based annotation,essential_services,profiling_scoring,non_discrimination;access_social_protection;good_administration,unfair_exclusion;procedural_unfairness,0.95,"System assesses risk of child neglect for child protection decisions by public authorities, falling under Annex III(5a). It creates risk profiles/scores to predict abuse, with evidence of bias against people with disabilities.",essential_services,profiling_scoring,data_quality,none_reported,news_article
AIAAIC,AIAAIC1175,Inaccurate auto translation denies Pashto-speaking refugee asylum,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/inaccurate-auto-translation-denies-pashto-speaking-refugee-asylum | Inaccurate auto translation denies Pashto-speaking refugee asylum Govt - immigration Translate text Accuracy/reliability; Bias/discrimination NLP/text analysis; Neural network; Deep learning; Machine learning; Reinforcement learning,essential_services,deployer,not_llm,non_discrimination,misinformation_error,rule-based annotation,essential_services,not_llm,non_discrimination;access_social_protection;good_administration,unfair_exclusion;misinformation_error,0.9,"System was used by government authorities to evaluate asylum eligibility through translation services, affecting access to essential public services. The neural network/ML translation system produced inaccurate results leading to wrongful denial.",essential_services,not_llm,technology_failure,none_reported,news_article
AIAAIC,AIAAIC1183,Family-Match adoption algorithm fails to live up to promises,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/adoption-algorithm-fails-to-live-up-to-matchmaking-promises | Family-Match adoption algorithm fails to live up to promises Govt - welfare Predict adoption effectiveness Accuracy/reliability; Transparency Prediction algorithm; Machine learning,essential_services,deployer,profiling_scoring,access_social_protection;good_administration,other,rule-based annotation,essential_services,profiling_scoring,good_administration;access_social_protection,procedural_unfairness,0.85,"System predicts adoption effectiveness for child welfare decisions, which affects access to essential services and child protection. The profiling/scoring pattern fits as it creates predictions about adoption outcomes using machine learning algorithms.",essential_services,profiling_scoring,technology_failure,none_reported,news_article
AIAAIC,AIAAIC0265,UK visa applications streaming,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/uk-visa-applications-filtering-racism | UK visa applications streaming Govt - immigration Assess visa applications Bias/discrimination - race, ethnicity Risk assessment algorithm",essential_services,deployer,profiling_scoring,non_discrimination,other,rule-based annotation,essential_services,profiling_scoring,non_discrimination;access_social_protection;good_administration,unfair_exclusion;procedural_unfairness,0.9,"System assessed visa applications using risk assessment algorithms, affecting access to essential government services with evidence of racial/ethnic bias. The profiling/scoring pattern fits as it evaluates and ranks applicants based on risk factors.",essential_services,profiling_scoring,data_quality,none_reported,news_article
AIAAIC,AIAAIC0267,Atlantic Plaza Towers facial recognition plan blasted as privacy intrusion,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/atlantic-plaza-towers-facial-recognition | Atlantic Plaza Towers facial recognition plan blasted as privacy intrusion Govt - housing Verify tenant identity Privacy/surveillance Facial recognition,essential_services,deployer,surveillance_monitor,privacy_data_protection,other,rule-based annotation,essential_services,surveillance_monitor,privacy_data_protection,privacy_breach,0.85,"Government housing authority planned to use facial recognition for tenant verification, constituting surveillance monitoring in public housing services. This involves biometric monitoring and surveillance of residents accessing essential housing services.",essential_services,surveillance_monitor,unknown,none_reported,news_article
AIAAIC,AIAAIC0264,UK passport check interprets lips as open mouth,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/passport-check-interprets-lips-as-open-mouth | UK passport check interprets lips as open mouth Govt - immigration Automate passport checks Bias/discrimination Facial detection,essential_services,deployer,not_llm,non_discrimination,other,rule-based annotation,essential_services,classification_triage,non_discrimination;good_administration,unfair_exclusion,0.85,"System automates passport checks for government immigration services, affecting access to essential services. The facial detection system classifies/categorizes passport photos, demonstrating bias in interpreting facial features.",essential_services,classification_triage,technology_failure,none_reported,news_article
AIAAIC,AIAAIC2074,US government sued over AI-powered social media surveillance of visa holders,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/us-government-sued-over-ai-powered-social-media-surveillance-of-visa-holder | US government sued over AI-powered social media surveillance of visa holders Govt - immigration Monitor political expression Accountability; Bias/discrimination; Human/civil rights; Privacy/surveillance; Transparency NLP/text analysis,essential_services,deployer,surveillance_monitor,non_discrimination;privacy_data_protection;good_administration,other,rule-based annotation,essential_services,surveillance_monitor,privacy_data_protection;non_discrimination;good_administration,privacy_breach;procedural_unfairness,0.9,Government surveillance of visa holders relates to immigration decisions which affect access to essential services and legal status. The system monitors social media activity using AI-powered analysis to track individuals.,essential_services,surveillance_monitor,policy_gap,none_reported,court_case
AIAAIC,AIAAIC1265,Asylum claim rejected by French authorities using Google Bard,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/asylum-claim-rejected-by-french-authorities-using-google-bard | Asylum claim rejected by French authorities using Google Bard Govt - immigration Process asylum claims Accuracy/reliability Generative AI,essential_services,deployer,llm_decision_support,other,unfair_exclusion,rule-based annotation,essential_services,llm_decision_support,access_social_protection;good_administration,unfair_exclusion;procedural_unfairness,0.9,"French authorities used Google Bard (generative AI/LLM) to process asylum claims, which affects access to essential government services and protection. The system provides LLM-based decision support for immigration determinations.",essential_services,llm_decision_support,context_of_use,none_reported,news_article
AIAAIC,AIAAIC1185,AI translations jeopardise US asylum applications,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/ai-translations-jeopardise-asylum-applications | AI translations jeopardise US asylum applications Govt - immigration Translate text Accuracy/reliability; Bias/discrimination NLP/text analysis; Neural network; Deep learning; Machine learning; Reinforcement learning,essential_services,deployer,not_llm,non_discrimination,other,rule-based annotation,essential_services,not_llm,non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.85,"System translates asylum applications for government immigration decisions, affecting access to essential services (asylum protection). Uses traditional ML/neural networks for translation without LLM components, causing bias and accuracy issues in critical legal proceedings.",essential_services,not_llm,technology_failure,none_reported,news_article
AIAAIC,AIAAIC1018,USPS algorithmic system cuts rural letter carrier pay,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/usps-rural-letter-carrier-algorithmic-pay-cuts | USPS algorithmic system cuts rural letter carrier pay Govt - postal Calculate pay Employment; Transparency Pay algorithm,employment,deployer,not_llm,good_administration,other,rule-based annotation,employment,resource_allocation,good_administration;non_discrimination,unfair_exclusion;procedural_unfairness,0.9,"System algorithmically calculated pay for postal workers, constituting worker management under Annex III(4). The resource allocation pattern fits as it determines compensation/benefits allocation to employees.",employment,resource_allocation,unknown,none_reported,news_article
AIAAIC,AIAAIC0886,Allegheny County child neglect screening system,"https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/allegheny-county-child-neglect-screening | Allegheny County child neglect screening system Govt - welfare Predict child neglect/abuse Accuracy/reliability; Bias/discrimination - race, ethnicity, disability Prediction algorithm",essential_services,deployer,profiling_scoring,non_discrimination;access_social_protection,other,rule-based annotation,essential_services,profiling_scoring,non_discrimination;access_social_protection;good_administration,unfair_exclusion;procedural_unfairness,0.9,"System predicts child neglect/abuse risk for child protection decisions by public authorities, falling under Annex III(5a). Uses algorithmic profiling/scoring with documented bias issues affecting families' access to services.",essential_services,profiling_scoring,technology_failure,none_reported,news_article
AIAAIC,AIAAIC0863,Microsoft Plataforma Tecnológica de Intervención Social,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/microsoft-plataforma-tecnol%C3%B3gica-de-intervenci%C3%B3n-social | Microsoft Plataforma Tecnológica de Intervención Social Govt - welfare; Govt - health Predict teenager pregnancy Accuracy/reliability; Alignment; Bias/discrimination - income; Effectiveness/value; Privacy  Prediction algorithm; Personality analysis ,essential_services,deployer,profiling_scoring,non_discrimination;privacy_data_protection;access_social_protection,other,rule-based annotation,essential_services,profiling_scoring,privacy_data_protection;non_discrimination;access_social_protection,unfair_exclusion;procedural_unfairness,0.9,"System predicts teenage pregnancy for government welfare/health interventions, affecting access to social services and benefits. Uses prediction algorithms and personality analysis to create risk profiles of individuals.",essential_services,profiling_scoring,unknown,none_reported,news_article
AIAAIC,AIAAIC1945,Spanish police arrest six people for USD 20m AI-powered investment scams,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/six-arrested-for-usd-20m-ai-powered-investment-scams | Spanish police arrest six people for USD 20m AI-powered investment scams Banking/financial services Defraud Authenticity/integrity; Security Deepfake,essential_services,deployer,unknown,other,other,rule-based annotation,unknown,llm_decision_support,other,misinformation_error,0.7,"This describes criminal use of AI for investment fraud, which doesn't fall under Annex III employment or essential services domains. The AI-powered scam likely involved generative AI creating misleading investment advice or materials.",essential_services,llm_decision_support,human_error,Six people arrested by Spanish police,news_article
AIAAIC,AIAAIC0793,South Korea immigration shares travellers' facial data without consent,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/s-korea-immigration-facial-recognition-sharing | South Korea immigration shares travellers' facial data without consent Govt - immigration Identify travellers; Predict security breaches Privacy/surveillance; Transparency Facial recognition,essential_services,deployer,profiling_scoring,privacy_data_protection;good_administration,other,rule-based annotation,unknown,surveillance_monitor,privacy_data_protection;good_administration,privacy_breach;procedural_unfairness,0.8,"System uses facial recognition for traveler identification and security prediction, clearly a surveillance/monitoring pattern. Cannot determine if this falls under employment or essential services domains based on immigration context alone.",essential_services,surveillance_monitor,policy_gap,none_reported,news_article
AIAAIC,AIAAIC0791,Wellington International Airport facial recognition trial is exposed,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/wellington-international-airport-facial-recognition | Wellington International Airport facial recognition trial is exposed Govt - immigration Assess security queues Privacy/surveillance; Transparency Facial recognition,essential_services,deployer,surveillance_monitor,privacy_data_protection;good_administration,other,rule-based annotation,unknown,surveillance_monitor,privacy_data_protection;good_administration,privacy_breach;procedural_unfairness,0.8,"System uses facial recognition for surveillance at airport security, but unclear if it affects employment or essential services decisions. The surveillance monitoring pattern is clear from facial recognition technology usage.",essential_services,surveillance_monitor,unknown,none_reported,news_article
AIAAIC,AIAAIC0777,BOSCO electricity subsidy assessment,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/bosco-electricity-subsidy-assessment | BOSCO electricity subsidy assessment Govt - energy Assess electricity subsidy eligibility Accuracy/reliability; Accountability; Bias/discrimination - income; Copyright nan,essential_services,deployer,unknown,non_discrimination;access_social_protection;good_administration,other,rule-based annotation,essential_services,classification_triage,access_social_protection;non_discrimination;good_administration,unfair_exclusion;procedural_unfairness,0.85,"BOSCO assessed eligibility for government electricity subsidies, which constitutes evaluation of public assistance under Annex III(5a). The system classified/triaged applications for subsidy eligibility with documented bias and accountability issues.",essential_services,classification_triage,unknown,none_reported,news_article
AIAAIC,AIAAIC0761,Chinese government facial recognition system hacked by tax fraudsters,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/china-taxation-department-id-system-hack | Chinese government facial recognition system hacked by tax fraudsters Govt - finance Verify identity Security Facial recognition; Deepfake,essential_services,deployer,surveillance_monitor,other,privacy_breach,rule-based annotation,essential_services,surveillance_monitor,privacy_data_protection;good_administration,privacy_breach,0.85,"Government facial recognition system for tax/identity verification constitutes essential public services under Annex III(5a). The system uses biometric surveillance technology that was compromised, resulting in a security breach.",essential_services,surveillance_monitor,technology_failure,none_reported,news_article
AIAAIC,AIAAIC0379,Deepfake romance scammer swindles California widow,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/deepfake-romance-scammer-swindles-california-widow | Deepfake romance scammer swindles California widow Banking/financial services; Govt - police Defraud Privacy/surveillance; Security Deepfake,essential_services,deployer,surveillance_monitor,privacy_data_protection,other,rule-based annotation,unknown,llm_decision_support,privacy_data_protection,misinformation_error;privacy_breach,0.7,"This involves criminal use of deepfake technology for romance scamming, which doesn't fall under employment or essential services domains. The deepfake system generates misleading content to deceive victims.",essential_services,llm_decision_support,human_error,none_reported,news_article
AIAAIC,AIAAIC0339,Poland forced to scrap unemployed worker profiling system,https://www.aiaaic.org/aiaaic-repository/ai-algorithmic-and-automation-incidents/poland-forced-to-scrap-unemployed-worker-profiling-system | Poland forced to scrap unemployed worker profiling system Govt - employment Assess unemployed worker support needs Alignment; Bias/discrimination; Fairness; Privacy/surveillance Prediction algorithm,employment,deployer,profiling_scoring,non_discrimination;privacy_data_protection,other,rule-based annotation,essential_services,profiling_scoring,non_discrimination;privacy_data_protection;access_social_protection,unfair_exclusion;procedural_unfairness,0.9,"System profiled unemployed workers to assess support needs, affecting access to public assistance and benefits under Annex III(5a). The profiling algorithm created risk scores or predictions about individuals' employment prospects and support requirements.",essential_services,profiling_scoring,technology_failure,System scrapped by government,news_article
USFED,Recovery Engagement and Coordination for Health – Veterans Enhanced Treatment (R,Recovery Engagement and Coordination for Health – Veterans Enhanced Treatment (R,,unknown,deployer,unknown,other,other,rule-based annotation,unknown,unknown,other,other,0.1,"The description is missing (nan) and only a partial title is provided. Cannot determine the AI system's function, domain, or impacts from this incomplete information.",unknown,unknown,unknown,none_reported,government_inventory
USFED,Elastic Machine Learning Threat Detection - Phase 2,Elastic Machine Learning Threat Detection - Phase 2,,unknown,deployer,unknown,other,other,rule-based annotation,unknown,unknown,other,other,0.1,"The description is empty (nan) and only provides a vague title about threat detection. Cannot determine the domain, system pattern, or impacts without substantive information about the incident.",unknown,unknown,unknown,none_reported,government_inventory
USFED,USA Class,USA Class,,unknown,deployer,unknown,other,other,rule-based annotation,unknown,unknown,other,other,0.0,No meaningful description provided - only source information available. Cannot classify without details about the AI system or incident.,unknown,unknown,unknown,none_reported,government_inventory
USFED,PINGOO.AI,PINGOO.AI,,unknown,deployer,unknown,other,other,rule-based annotation,unknown,unknown,other,other,0.0,"No description provided beyond a name and source. Cannot determine the AI system's purpose, functionality, or impacts from the available information.",unknown,unknown,unknown,none_reported,government_inventory
USFED,Smart AI Bot Assistant,Smart AI Bot Assistant,,unknown,deployer,unknown,other,other,rule-based annotation,unknown,unknown,other,other,0.1,"The description is empty (nan) providing no information about the AI system's purpose, domain, or impacts. Cannot classify without any substantive details about the incident.",unknown,unknown,unknown,none_reported,government_inventory
USFED,Login.gov,Login.gov,,unknown,deployer,unknown,other,other,rule-based annotation,unknown,unknown,other,other,0.1,"No description provided beyond the system name Login.gov. Cannot determine the AI system's function, domain, or any associated rights/harms from this minimal information.",unknown,unknown,unknown,none_reported,government_inventory
USFED,PreCheck Touchless Identity Solution (TIS),PreCheck Touchless Identity Solution (TIS),,unknown,deployer,unknown,other,other,rule-based annotation,unknown,unknown,other,other,0.1,"The description is empty (nan) providing no information about the system's purpose, functionality, or impacts. Cannot classify without any substantive details about the AI system or incident.",unknown,unknown,unknown,none_reported,government_inventory
USFED,Credential Authentication Technology with Camera System (CAT-2) and AutoCAT (CAT,Credential Authentication Technology with Camera System (CAT-2) and AutoCAT (CAT,,unknown,deployer,unknown,other,other,rule-based annotation,unknown,unknown,other,other,0.1,"The description is empty (nan) and only provides system names without any context about functionality or use case. Cannot determine domain, system pattern, or impacts from the available information.",unknown,unknown,unknown,none_reported,government_inventory
USFED,I-765 - USCIS Facial Recognition through IDENT (1:1 Face Recognition/Validation),I-765 - USCIS Facial Recognition through IDENT (1:1 Face Recognition/Validation),,unknown,deployer,unknown,other,other,rule-based annotation,essential_services,surveillance_monitor,privacy_data_protection,privacy_breach,0.7,"USCIS uses facial recognition for identity verification in immigration processes, which affects access to government services. The biometric monitoring system falls under surveillance/monitoring pattern despite limited description.",essential_services,surveillance_monitor,unknown,none_reported,government_inventory
USFED,CESASolarModel,CESASolarModel,,unknown,deployer,unknown,other,other,rule-based annotation,unknown,unknown,other,other,0.1,No meaningful description provided - only 'nan' which indicates missing data. Cannot classify without any information about the system's purpose or functionality.,unknown,unknown,unknown,none_reported,government_inventory
USFED,EnergyRightDERPortfolioEvaluation,EnergyRightDERPortfolioEvaluation,,unknown,deployer,unknown,other,other,rule-based annotation,unknown,unknown,other,other,0.1,The description is empty (nan) and the title provides insufficient information to determine the AI system's function or domain. Cannot classify without meaningful descriptive content.,unknown,unknown,unknown,none_reported,government_inventory
USFED,GET,GET,,unknown,deployer,unknown,other,other,rule-based annotation,unknown,unknown,other,other,0.0,No meaningful description provided - only 'GET' and 'nan' which provide no information about the AI system or incident. Cannot classify without actual incident details.,unknown,unknown,unknown,none_reported,government_inventory
USFED,GMET,GMET,,unknown,deployer,unknown,other,other,rule-based annotation,unknown,unknown,other,other,0.0,No meaningful description provided - only 'nan' which indicates missing data. Cannot classify without any information about the AI system or incident.,unknown,unknown,unknown,none_reported,government_inventory
USFED,ICI camera ,ICI camera ,,unknown,deployer,unknown,other,other,rule-based annotation,unknown,unknown,other,other,0.1,The description is empty (nan) and only provides a vague title 'ICI camera' with no context about the AI system's purpose or impact. Cannot classify without meaningful information about the incident.,unknown,unknown,unknown,none_reported,government_inventory
USFED,Hurricane Score,Hurricane Score,,unknown,deployer,unknown,other,other,rule-based annotation,unknown,unknown,other,other,0.1,"No meaningful description provided beyond the name 'Hurricane Score' and source. Cannot determine the AI system's purpose, domain, or impacts from this minimal information.",unknown,unknown,unknown,none_reported,government_inventory
USFED,Stratification Tool for Opioid Risk Mitigation (STORM) predictive model ,Stratification Tool for Opioid Risk Mitigation (STORM) predictive model ,,unknown,deployer,unknown,other,other,rule-based annotation,unknown,unknown,other,other,0.1,"The description is empty (nan) providing no information about the system's use, domain, or impacts. Cannot classify without any substantive details about STORM's implementation or effects.",unknown,unknown,unknown,none_reported,government_inventory
USFED,Care Assessment Needs (CAN) Score,Care Assessment Needs (CAN) Score,,unknown,deployer,unknown,other,other,rule-based annotation,unknown,unknown,other,other,0.1,"The description is empty (nan) providing no information about the system's function, domain, or impacts. Cannot classify without any substantive details about the Care Assessment Needs Score system.",unknown,unknown,unknown,none_reported,government_inventory
USFED,Low Probability of False Alarm (Low-Pfa) Algorithm for on-person screening.,Low Probability of False Alarm (Low-Pfa) Algorithm for on-person screening.,,unknown,deployer,unknown,other,other,rule-based annotation,unknown,unknown,other,other,0.1,Description is missing (nan) making classification impossible. Only the algorithm name suggests some form of screening system but context is insufficient.,unknown,unknown,unknown,none_reported,government_inventory
USFED,CR intelligent search,CR intelligent search,,unknown,deployer,unknown,other,other,rule-based annotation,unknown,unknown,other,other,0.1,"The description is empty (nan) and the title 'CR intelligent search' provides insufficient information to determine the domain, system type, or impacts. Cannot classify without meaningful details about the AI system's use case.",unknown,unknown,unknown,none_reported,government_inventory
USFED,Materials tracking,Materials tracking,,unknown,deployer,unknown,other,other,rule-based annotation,unknown,unknown,other,other,0.1,"The description is empty (nan) and 'materials tracking' provides insufficient context to determine the AI system's purpose, domain, or impacts. Cannot classify without meaningful information about the system's function or effects.",unknown,unknown,unknown,none_reported,government_inventory
